Sl. No.,ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,Month,Year
193,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Caste,0.0,0.0,0.0,0.0,JAN,2021
194,A - IPC Crime,RIOTS (Sec.141 to 153 IPC),Agrarian,4.0,1.0,1.0,4.0,JAN,2021
195,A - IPC Crime,"OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)","OFFENCES AGAINST STATE (Sec. 121 to 130, except 124(A) IPC)",0.0,0.0,0.0,0.0,JAN,2021
196,A - IPC Crime,"OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC","OFFENCES PROMOTING ENEMITY (Sec. 153(A), 154(B) & 505 IPC",7.0,8.0,0.0,7.0,JAN,2021
197,A - IPC Crime,CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST,27.0,42.0,40.0,27.0,JAN,2021
198,A - IPC Crime,CHEATING (Sec.417 to 420 IPC),CHEATING (Sec.417 to 420 IPC),493.0,472.0,545.0,493.0,JAN,2021
199,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )","Stock Share, Debentrue Certificate",0.0,0.0,0.0,0.0,JAN,2021
200,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Usage of Counterfeit Stamp,0.0,0.0,0.0,0.0,JAN,2021
201,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Coins (Sec 231 to 254 IPC),0.0,0.0,0.0,0.0,JAN,2021
202,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Stamps (Sec.255 to 263(A) IPC),0.0,0.0,0.0,0.0,JAN,2021
203,A - IPC Crime,"COUNTERFEITING (Sec. 231 to 263 (A), 489(A) to 489 (E) IPC )",Of Currency Notes And Bank Notes (Sec. 489 (A) to 489 (E) IPC),5.0,5.0,4.0,5.0,JAN,2021
204,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery  ,23.0,22.0,27.0,23.0,JAN,2021
205,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Organised (Racket),0.0,1.0,0.0,0.0,JAN,2021
206,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Forgery of Passport,1.0,0.0,0.0,1.0,JAN,2021
207,A - IPC Crime,"FORGERY (Sec. 465, 468, 471, 473, 476, 477 & 477(A) IPC",Other Forgery,13.0,13.0,14.0,13.0,JAN,2021
208,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Acid Attack (326(a)),0.0,2.0,0.0,0.0,JAN,2021
209,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Attempt to Acid Attack (326(b)),0.0,1.0,0.0,0.0,JAN,2021
210,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Grievous Hurt,76.0,82.0,68.0,76.0,JAN,2021
211,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Simple Hurt,1013.0,1105.0,975.0,1013.0,JAN,2021
212,A - IPC Crime,"CASES OF HURT (Sec. 323 to 335 IPC except 328, 332, 333)",Custodial,0.0,0.0,0.0,0.0,JAN,2021
213,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Attempt to Commit,0.0,0.0,0.0,0.0,JAN,2021
214,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Alcoholic Drink (Liquor),0.0,0.0,0.0,0.0,JAN,2021
215,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Cement & Chemical/Fertiliser,0.0,0.0,0.0,0.0,JAN,2021
216,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Cosmetics,0.0,0.0,0.0,0.0,JAN,2021
217,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Diesel,0.0,0.0,0.0,0.0,JAN,2021
218,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Drug/Medicine,0.0,0.0,0.0,0.0,JAN,2021
219,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Edible Oil,0.0,0.0,0.0,0.0,JAN,2021
220,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Food Grain,0.0,0.0,0.0,0.0,JAN,2021
221,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Kerosene,0.0,0.0,0.0,0.0,JAN,2021
222,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Life Saving Drug,0.0,0.0,0.0,0.0,JAN,2021
223,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Mobile Oil,0.0,0.0,0.0,0.0,JAN,2021
224,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Petrol,0.0,0.0,0.0,0.0,JAN,2021
225,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Petroleum Product,0.0,0.0,0.0,0.0,JAN,2021
226,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Soft Drinks,0.0,0.0,0.0,0.0,JAN,2021
227,A - IPC Crime,"ADULTERATION (Sec. 272, 273 to 276 IPC)",Spices,0.0,0.0,0.0,0.0,JAN,2021
228,A - IPC Crime,AFFRAY (Sec. 160 IPC ),AFFRAY (Sec. 160 IPC ),16.0,25.0,34.0,16.0,JAN,2021
229,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Agricultural Produce,8.0,8.0,4.0,8.0,JAN,2021
230,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Attemp to Commit,1.0,0.0,1.0,1.0,JAN,2021
231,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Boat / Ship,0.0,0.0,0.0,0.0,JAN,2021
232,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Dwelling House,3.0,4.0,1.0,3.0,JAN,2021
233,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Educational Institution,0.0,0.0,0.0,0.0,JAN,2021
234,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Govt. Property,1.0,1.0,0.0,1.0,JAN,2021
235,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Industrial Establishment,0.0,0.0,2.0,0.0,JAN,2021
236,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Place of worship,0.0,0.0,0.0,0.0,JAN,2021
237,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Public Place,0.0,6.0,3.0,0.0,JAN,2021
238,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Railway Property,0.0,0.0,0.0,0.0,JAN,2021
239,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Vital Installation,0.0,0.0,0.0,0.0,JAN,2021
240,A - IPC Crime,"ARSON (Sec. 435, 436, 438 IPC )",Warehouse (Godown),0.0,0.0,0.0,0.0,JAN,2021
241,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Attempt To Commit,0.0,0.0,0.0,0.0,JAN,2021
242,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Contractor,0.0,0.0,0.0,0.0,JAN,2021
243,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Domestic Servant,0.0,0.0,0.0,0.0,JAN,2021
244,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Labourer,1.0,0.0,0.0,1.0,JAN,2021
245,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (General),3.0,1.0,0.0,3.0,JAN,2021
246,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (SC),0.0,0.0,0.0,0.0,JAN,2021
247,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Man (ST),0.0,0.0,0.0,0.0,JAN,2021
248,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Manager/Executive (Other Than Public Servant),0.0,0.0,0.0,0.0,JAN,2021
249,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)","On Member of Clergy (Christian, Budhist, Jain, Sikh)",0.0,0.0,0.0,0.0,JAN,2021
250,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",Member of Legislative Assembly / Council (MLA/MLC),0.0,0.0,0.0,0.0,JAN,2021
251,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Member of Parliament (MP),0.0,0.0,0.0,0.0,JAN,2021
252,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On other Dignitaries /Public Figures,0.0,0.0,0.0,0.0,JAN,2021
253,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Press,0.0,0.0,0.0,0.0,JAN,2021
254,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Professional ,0.0,0.0,0.0,0.0,JAN,2021
255,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Public Servant,0.0,1.0,0.0,0.0,JAN,2021
256,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Student,0.0,0.0,0.0,0.0,JAN,2021
257,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Teacher,0.0,0.0,0.0,0.0,JAN,2021
258,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Women (General),0.0,1.0,0.0,0.0,JAN,2021
259,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (SC),0.0,0.0,0.0,0.0,JAN,2021
260,A - IPC Crime,"ASSAULT (Sec 356, 357 IPC)",On Woman (ST),0.0,0.0,0.0,0.0,JAN,2021
261,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Attempt to Commit,0.0,0.0,6.0,0.0,JAN,2021
262,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Caste Issue,0.0,1.0,1.0,0.0,JAN,2021
263,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Communal Issue,2.0,4.0,3.0,2.0,JAN,2021
264,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Linguistic Issue,0.0,0.0,0.0,0.0,JAN,2021
265,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Political Issue,0.0,1.0,0.0,0.0,JAN,2021
266,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Racial/Ethnic Issue,1.0,0.0,0.0,1.0,JAN,2021
267,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Regional Issue,0.0,1.0,1.0,0.0,JAN,2021
268,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Religious Issue,8.0,7.0,5.0,8.0,JAN,2021
269,A - IPC Crime,COMMUNAL / RELIGION (Sec. 295 to 297 IPC),Sectarian Issue,0.0,0.0,0.0,0.0,JAN,2021
270,A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Conspiracy To Wage War,0.0,0.0,0.0,0.0,JAN,2021
271,A - IPC Crime,"CRIMINAL CONSPIRACY (Sec. 120(B), 121(A) IPC)",Related to Substantive Offence,1.0,0.0,2.0,1.0,JAN,2021
272,A - IPC Crime,CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),CRIMINAL INTIMIDATION (Sec. 504 to 508 IPC),152.0,157.0,124.0,152.0,JAN,2021
273,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Attempt to Commit,0.0,0.0,0.0,0.0,JAN,2021
274,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Bank,0.0,1.0,0.0,0.0,JAN,2021
275,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Business Establishment,0.0,0.0,0.0,0.0,JAN,2021
276,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Charitable Organisation,0.0,0.0,0.0,0.0,JAN,2021
277,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Chitfund Organisation,0.0,0.0,0.0,0.0,JAN,2021
278,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Co-operative Organisation,0.0,0.0,0.0,0.0,JAN,2021
279,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Commercial Establishment/Shop,0.0,0.0,1.0,0.0,JAN,2021
280,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Customs Department,0.0,0.0,0.0,0.0,JAN,2021
281,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Excise Department,0.0,0.0,0.0,0.0,JAN,2021
282,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Financial Institution,0.0,0.0,0.0,0.0,JAN,2021
283,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Income Tax Department,0.0,0.0,0.0,0.0,JAN,2021
284,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Other Government Organisation,0.0,0.0,0.0,0.0,JAN,2021
285,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Postal Department,0.0,0.0,0.0,0.0,JAN,2021
286,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Public Sector Undertakings,0.0,0.0,0.0,0.0,JAN,2021
287,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Railway Department,0.0,0.0,0.0,0.0,JAN,2021
288,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Revenue Department,0.0,0.0,0.0,0.0,JAN,2021
289,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Sales Tax Department,0.0,0.0,0.0,0.0,JAN,2021
290,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Social Organisation (Aided) (N),0.0,0.0,0.0,0.0,JAN,2021
291,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Transport Authority,0.0,0.0,0.0,0.0,JAN,2021
292,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Other than religious,0.0,0.0,0.0,0.0,JAN,2021
293,A - IPC Crime,"CRIMINAL MISAPPROPRIATION (Sec. 403, 404 IPC)",Trust - Religious,0.0,0.0,0.0,0.0,JAN,2021
294,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Attempt to Commit,1.0,0.0,1.0,1.0,JAN,2021
295,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Club,0.0,0.0,0.0,0.0,JAN,2021
296,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hostel,0.0,0.0,0.0,0.0,JAN,2021
297,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Hotel,1.0,2.0,0.0,1.0,JAN,2021
298,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),House,40.0,36.0,34.0,40.0,JAN,2021
299,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Land,72.0,70.0,88.0,72.0,JAN,2021
300,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Office,4.0,5.0,3.0,4.0,JAN,2021
301,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Prohibited Places,0.0,0.0,1.0,0.0,JAN,2021
302,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Religious Place,3.0,3.0,0.0,3.0,JAN,2021
303,A - IPC Crime,CRIMINAL TRESPASS (Sec.447 to 452 IPC),Restricted Area,0.0,1.0,1.0,0.0,JAN,2021
304,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband ,61.0,74.0,46.0,61.0,JAN,2021
305,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Husband And Relative(S) in Law,109.0,122.0,87.0,109.0,JAN,2021
306,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Relative(S) in Law,4.0,2.0,0.0,4.0,JAN,2021
307,A - IPC Crime,CRUELTY BY HUSBAND (Sec. 498(A) IPC),Dowry Harassment,41.0,29.0,28.0,41.0,JAN,2021
308,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband  ,1.0,0.0,2.0,1.0,JAN,2021
309,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Husband And Relatives In Law,9.0,9.0,9.0,9.0,JAN,2021
310,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Relatives in Law,0.0,0.0,0.0,0.0,JAN,2021
311,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Burning,0.0,0.0,0.0,0.0,JAN,2021
312,A - IPC Crime,DOWRY DEATHS (Sec.304(B) IPC),By Hanging,5.0,6.0,3.0,5.0,JAN,2021
313,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Adulterated Food/Drug,0.0,0.0,0.0,0.0,JAN,2021
314,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Accident by Air,0.0,0.0,0.0,0.0,JAN,2021
315,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Boad Accident,0.0,0.0,0.0,0.0,JAN,2021
316,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Bridge/Dam Collapse,1.0,0.0,0.0,1.0,JAN,2021
317,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Building Collapse,0.0,0.0,2.0,0.0,JAN,2021
318,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Caused By Animal,1.0,2.0,0.0,1.0,JAN,2021
319,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Death Due to Other Cause,5.0,7.0,12.0,5.0,JAN,2021
320,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Electrocution Accident,2.0,1.0,4.0,2.0,JAN,2021
321,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Explosion Accident,0.0,0.0,0.0,0.0,JAN,2021
322,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Fire accident,2.0,0.0,1.0,2.0,JAN,2021
323,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Gas Leakage Accident,0.0,1.0,0.0,0.0,JAN,2021
324,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Infrastucture In Construction,3.0,7.0,5.0,3.0,JAN,2021
325,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Improper Medical Treatment,0.0,0.0,1.0,0.0,JAN,2021
326,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Custody of Public Servant,0.0,0.0,0.0,0.0,JAN,2021
327,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Jail/Judicial Custody,0.0,0.0,0.0,0.0,JAN,2021
328,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),In Police Custody,0.0,0.0,0.0,0.0,JAN,2021
329,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Industrial Accident (Factory),0.0,1.0,0.0,0.0,JAN,2021
330,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Inflammable Substance,0.0,0.0,0.0,0.0,JAN,2021
331,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Mine Accident,1.0,0.0,0.0,1.0,JAN,2021
332,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Poisonous Substance,0.0,0.0,0.0,0.0,JAN,2021
333,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Quarry Accident,0.0,0.0,0.0,0.0,JAN,2021
334,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Spurious Liquor (Hooch) Accident,0.0,0.0,0.0,0.0,JAN,2021
335,A - IPC Crime,DEATHS DUE TO RASHNESS/NEGLIGENCE (Sec.304(A) IPC),Railway Accident,0.0,0.0,0.0,0.0,JAN,2021
336,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),National Highways,318.0,323.0,324.0,318.0,JAN,2021
337,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),State Highways,255.0,290.0,284.0,255.0,JAN,2021
338,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Roads,324.0,347.0,361.0,324.0,JAN,2021
339,A - IPC Crime,MOTOR VEHICLE ACCIDENTS FATAL (Sec.304(A) IPC),Other Places,16.0,13.0,25.0,16.0,JAN,2021
340,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",National Highways,975.0,871.0,905.0,975.0,JAN,2021
341,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",State Highways,667.0,708.0,664.0,667.0,JAN,2021
342,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Roads,1014.0,1193.0,1074.0,1014.0,JAN,2021
343,A - IPC Crime,"MOTOR VEHICLE ACCIDENTS NON-FATAL (Sec.279, 337, 338 IPC)",Other Places,38.0,29.0,45.0,38.0,JAN,2021
344,A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Child,0.0,1.0,1.0,0.0,JAN,2021
345,A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Woman,0.0,0.0,0.0,0.0,JAN,2021
346,A - IPC Crime,"DEATHS-MISCARRIAGE (Sec.312, 313, 314 IPC)",Women and Child,0.0,0.0,0.0,0.0,JAN,2021
347,A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Air Force,0.0,0.0,0.0,0.0,JAN,2021
348,A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Army,0.0,0.0,0.0,0.0,JAN,2021
349,A - IPC Crime,"DEFENCE FORCES OFFENCES RELATING (also relating to desertion) (Sec.131 to 140, except 136 IPC)",Navy,0.0,0.0,0.0,0.0,JAN,2021
350,A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Jail Custody,1.0,1.0,0.0,1.0,JAN,2021
351,A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",From Police Custody,2.0,0.0,2.0,2.0,JAN,2021
352,A - IPC Crime,"ESCAPE FROM LAWFUL CUSTODY AND RESISTANCE (Sec.224, 225, 225(B) IPC)",Others,0.0,1.0,0.0,0.0,JAN,2021
353,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Attempt to Commit,0.0,0.0,0.0,0.0,JAN,2021
354,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Non-Uniformed Authority,0.0,1.0,0.0,0.0,JAN,2021
355,A - IPC Crime,"IMPERSONATION (Sec.170, 171 IPC)",Uniformed Authority,0.0,0.0,0.0,0.0,JAN,2021
356,A - IPC Crime,"MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)","MISCHIEF (Sec.427 to 440 except 434, 435, 436, 438 IPC)",38.0,30.0,38.0,38.0,JAN,2021
357,A - IPC Crime,MOLESTATION (Sec.354 IPC),Attempt to Commit,6.0,5.0,12.0,6.0,JAN,2021
358,A - IPC Crime,MOLESTATION (Sec.354 IPC),Private Place,52.0,73.0,64.0,52.0,JAN,2021
359,A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Conveyance,0.0,2.0,0.0,0.0,JAN,2021
360,A - IPC Crime,MOLESTATION (Sec.354 IPC),Public Place,142.0,132.0,101.0,142.0,JAN,2021
361,A - IPC Crime,MOLESTATION (Sec.354 IPC),Other Places,197.0,192.0,124.0,197.0,JAN,2021
362,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Attempt to Commit,0.0,1.0,1.0,0.0,JAN,2021
363,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Fatal,0.0,0.0,0.0,0.0,JAN,2021
364,A - IPC Crime,POISONING-PROFESSIONAL (Sec. 328 IPC),Non Fatal,2.0,0.0,1.0,2.0,JAN,2021
365,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Advertisement,0.0,0.0,0.0,0.0,JAN,2021
366,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Audio Tape,0.0,0.0,0.0,0.0,JAN,2021
367,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Book,0.0,0.0,0.0,0.0,JAN,2021
368,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Computer Software,0.0,0.0,0.0,0.0,JAN,2021
369,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Figures,0.0,0.0,0.0,0.0,JAN,2021
370,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Film (Blue),0.0,0.0,0.0,0.0,JAN,2021
371,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Painting,0.0,0.0,0.0,0.0,JAN,2021
372,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Pamphlet,0.0,0.0,0.0,0.0,JAN,2021
373,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Paper,0.0,0.0,0.0,0.0,JAN,2021
374,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Photography,0.0,0.0,0.0,0.0,JAN,2021
375,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Poster,0.0,0.0,0.0,0.0,JAN,2021
376,A - IPC Crime,PORNOGRAPHY (Sec.292 to 294 IPC),Video Film(Blue),0.0,0.0,0.0,0.0,JAN,2021
377,A - IPC Crime,PUBLIC JUSTICE (Sec.213 to 215 IPC),PUBLIC JUSTICE (Sec.213 to 215 IPC),0.0,2.0,0.0,0.0,JAN,2021
378,A - IPC Crime,PUBLIC NUISANCE (Sec.291 and 510 IPC),PUBLIC NUISANCE (Sec.291 and 510 IPC),2.0,7.0,5.0,2.0,JAN,2021
379,A - IPC Crime,"PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)","PUBLIC SAFETY (Sec.269 to 271, 277, 283, 289 IPC)",57.0,59.0,121.0,57.0,JAN,2021
